Language,bert-base-multilingual-cased,xlm-roberta-large,xlm-roberta-base,mt5-small,mt5-large,stablelm-3b-4e1t,stablelm-zephyr-3b,RedPajama-INCITE-Base-3B-v1
Ukrainian,2,1,1,1,1,2,1,1
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,1,1,1,2,2,1,1,1
Ukrainian,8,9,9,1,1,4,5,3
Ukrainian,1,1,1,1,1,2,1,2
Ukrainian,5,8,7,5,6,1,4,3
Ukrainian,1,1,1,2,2,2,2,2
Ukrainian,2,2,2,1,2,2,2,2
Ukrainian,2,1,1,1,1,1,1,1
Ukrainian,6,5,1,5,7,4,4,4
Ukrainian,1,1,1,2,2,1,2,1
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,1,2,3,4,8,1,2,1
Ukrainian,1,1,2,1,1,1,1,2
Ukrainian,2,1,1,1,2,1,1,1
Ukrainian,2,2,2,1,1,1,2,2
Ukrainian,1,3,3,1,2,3,3,3
Ukrainian,1,1,1,1,1,1,2,1
Ukrainian,2,3,3,4,4,1,1,3
Ukrainian,2,2,2,1,1,2,2,2
Ukrainian,1,2,1,1,1,1,1,1
Ukrainian,1,2,2,2,2,1,2,2
Ukrainian,7,7,7,10,10,8,8,10
Ukrainian,2,2,2,2,2,2,2,2
Ukrainian,2,1,1,2,2,1,2,2
Ukrainian,2,1,1,1,1,2,2,2
Ukrainian,2,2,2,1,2,1,1,2
Ukrainian,5,5,1,4,4,4,5,4
Ukrainian,2,2,1,2,2,2,2,1
Ukrainian,2,1,2,2,3,2,5,2
Ukrainian,2,2,1,2,2,1,2,1
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,4,4,4,4,4,2,2,3
Ukrainian,1,3,5,2,4,3,5,3
Ukrainian,2,1,1,3,3,2,1,2
Ukrainian,1,1,1,1,1,3,2,3
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,4,4,4,4,1,3,4,3
Ukrainian,2,2,2,1,1,1,1,1
Ukrainian,2,1,2,1,1,1,1,1
Ukrainian,2,1,1,3,3,1,1,1
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,2,1,2,1,2,1,1,1
Ukrainian,2,1,2,1,1,1,1,1
Ukrainian,2,2,2,2,2,2,2,2
Ukrainian,3,1,3,4,4,1,3,3
Ukrainian,2,1,1,1,1,1,1,1
Ukrainian,1,1,1,2,1,1,2,1
Ukrainian,2,2,2,2,2,2,3,2
Ukrainian,1,1,1,3,3,1,1,1
Ukrainian,1,2,2,2,2,2,1,2
Ukrainian,4,2,1,1,1,7,7,4
Ukrainian,1,2,2,2,1,1,1,1
Ukrainian,2,2,2,1,1,1,2,2
Ukrainian,2,2,2,2,2,2,2,2
Ukrainian,1,1,1,2,1,1,1,1
Ukrainian,2,1,2,1,1,1,2,1
Ukrainian,1,1,2,1,1,1,2,1
Ukrainian,2,1,1,1,1,1,1,2
Ukrainian,3,1,1,3,3,4,4,4
Ukrainian,1,1,2,1,1,1,1,1
Ukrainian,1,1,1,2,2,2,2,2
Ukrainian,1,2,1,2,2,1,1,2
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,1,1,2,2,2,2,2,1
Ukrainian,1,1,1,2,2,1,1,1
Ukrainian,2,2,2,1,1,1,1,2
Ukrainian,1,2,2,1,1,1,1,1
Ukrainian,2,5,4,6,9,5,7,1
Ukrainian,2,2,2,2,2,2,2,2
Ukrainian,2,2,1,2,2,2,2,1
Ukrainian,2,1,1,2,1,3,2,1
Ukrainian,1,1,1,1,1,2,2,2
Ukrainian,3,1,2,3,3,1,1,1
Ukrainian,2,2,1,1,1,2,2,2
Ukrainian,1,2,2,2,2,2,2,2
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,1,2,2,1,1,1,1,1
Ukrainian,1,1,2,1,1,1,1,1
Ukrainian,4,6,6,6,3,5,5,5
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,7,6,6,4,4,7,9,5
Ukrainian,1,3,3,3,3,3,3,3
Ukrainian,2,1,1,1,1,2,2,2
Ukrainian,1,1,1,2,2,1,1,1
Ukrainian,2,1,1,2,2,1,1,2
Ukrainian,1,2,2,2,2,2,2,2
Ukrainian,1,1,1,3,2,1,1,1
Ukrainian,1,2,2,2,2,2,2,2
Ukrainian,2,2,2,1,1,1,1,1
Ukrainian,1,2,2,2,2,1,1,1
Ukrainian,2,1,1,1,1,2,1,1
Ukrainian,2,2,2,1,2,2,2,2
Ukrainian,2,1,1,2,2,1,2,2
Ukrainian,5,3,3,1,3,1,2,2
Ukrainian,1,1,1,2,1,1,1,1
Ukrainian,1,1,1,1,1,2,2,2
Ukrainian,1,1,1,2,2,1,1,1
Ukrainian,2,2,2,1,1,1,2,2
Ukrainian,1,1,1,1,2,1,1,1
Ukrainian,1,1,2,2,2,2,2,2
Ukrainian,3,4,4,5,3,2,2,3
Ukrainian,1,2,1,3,4,2,2,2
Ukrainian,2,2,2,2,2,2,2,2
Ukrainian,2,2,1,2,2,1,1,1
Ukrainian,1,2,1,2,2,1,1,1
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,1,2,2,2,2,2,2,2
Ukrainian,1,1,2,1,1,2,3,2
Ukrainian,2,2,2,2,2,2,2,2
Ukrainian,3,3,3,3,3,1,2,2
Ukrainian,2,1,2,2,1,2,2,2
Ukrainian,1,1,1,1,1,1,1,2
Ukrainian,1,2,2,2,2,1,1,1
Ukrainian,1,1,1,1,1,1,2,1
Ukrainian,1,2,3,1,2,2,3,2
Ukrainian,3,1,1,1,2,1,2,3
Ukrainian,2,2,2,2,3,2,3,2
Ukrainian,2,2,2,1,1,2,2,2
Ukrainian,2,2,2,2,1,2,2,2
Ukrainian,2,2,1,1,1,1,2,2
Ukrainian,1,1,1,1,1,1,1,1
Ukrainian,2,1,1,1,1,1,1,2
Ukrainian,2,1,1,2,1,1,1,1
Ukrainian,2,2,1,2,1,1,1,1
Ukrainian,1,1,1,1,1,2,2,2
Ukrainian,5,3,4,3,1,1,4,1
Ukrainian,1,1,1,1,3,3,3,3
Ukrainian,1,2,2,2,1,2,2,2
Ukrainian,3,1,1,2,1,1,2,1
Ukrainian,1,1,1,1,1,2,1,1
Ukrainian,4,4,4,4,4,4,4,4
Ukrainian,7,6,2,3,6,1,3,1
Ukrainian,1,2,2,2,1,1,1,2
Ukrainian,1,2,1,1,1,1,1,1
Ukrainian,1,2,2,2,2,1,2,2
Ukrainian,1,1,1,1,1,2,2,1
Ukrainian,2,1,1,1,1,1,2,1
Ukrainian,1,2,2,2,1,1,1,1
Ukrainian,1,2,2,1,1,1,1,1
